composer,piece,piece_url,piece_item_code,movie
"SCHUBERT, FRANZ","Der Musensohn, Op. 92, No. 1, D. 764",https://www.naxos.com/catalogue/item.asp?item_code=8.553113,8.553113,Celestial Clockwork (1995)
"SCHUBERT, FRANZ","Die schone Mullerin, Op. 25, D. 795: No. 6. Der Neugierige",https://www.naxos.com/catalogue/item.asp?item_code=8.554664,8.554664,Marathon Man (1976)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Alive (1993)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Butcher Boy (The) (1997)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Celestial Clockwork (1995)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Chicken Run (2000)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Fantasia (1940)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Gods and Monsters
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Maniac (2013)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Needful Things (1993)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Possessed
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Prizzi's Honor (1985)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Rango (2011)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,Runaway Bride (1999)
"SCHUBERT, FRANZ","Ellens Gesang III (Ave Maria!), Op. 52, No. 6, D. 839, ""Hymne an die Jungfrau""",https://www.naxos.com/catalogue/item.asp?item_code=8.553751,8.553751,"Yes, Giorgio (1982)"
"SCHUBERT, FRANZ","Erlkonig, D. 328",https://www.naxos.com/catalogue/item.asp?item_code=8.550476,8.550476,Sammy and Rosie Get Laid
"SCHUBERT, FRANZ","Fantasie in F minor, D. 940",https://www.naxos.com/catalogue/item.asp?item_code=8.555930,8.555930,Ivansxtc (2000)
"SCHUBERT, FRANZ","Frauenliebe und -leben, Op. 42 : No. 3. Ich kann's nicht fassen, nicht glauben",https://www.naxos.com/catalogue/item.asp?item_code=8.111244,8.111244,Celestial Clockwork (1995)
"SCHUBERT, FRANZ","Gesang, Op. 106, No. 4, D. 891, ""An Sylvia"", ""Who is Sylvia""",https://www.naxos.com/catalogue/item.asp?item_code=8.557026-27,8.557026-27,Quartet (2012)
"SCHUBERT, FRANZ","Heidenroslein, Op. 3, No. 3, D. 257",https://www.naxos.com/catalogue/item.asp?item_code=8.550476,8.550476,Affair of the Necklace (The) (2001)
"SCHUBERT, FRANZ","Laendler D. 790, No. 4",https://www.naxos.com/catalogue/item.asp?item_code=C49242,C49242,Byzantium (2012)
"SCHUBERT, FRANZ","Moments Musicaux, Op. 94, D. 780: No. 2 in A-flat major",https://www.naxos.com/catalogue/item.asp?item_code=8.553250,8.553250,Therese Desqueyroux (2012)
"SCHUBERT, FRANZ","Nacht und Traume, D. 827",https://www.naxos.com/catalogue/item.asp?item_code=8.557171,8.557171,Byzantium (2012)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout)",https://www.naxos.com/catalogue/item.asp?item_code=8.553255,8.553255,Spider-Man 2 (2004)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout)",https://www.naxos.com/catalogue/item.asp?item_code=8.553255,8.553255,Wishmaster (1997)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,Sixth Sense (The) (1999)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): IV. Thema with Variations",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,Chop Suey (2001)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): IV. Thema with Variations",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,My Left Foot (1989)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): IV. Thema with Variations",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,Never Say Never Again
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): IV. Thema with Variations",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,Sixth Sense (The) (1999)
"SCHUBERT, FRANZ","Piano Quintet in A major, Op. 114, D. 667, ""Die Forelle"" (The Trout): IV. Thema with Variations",https://www.naxos.com/catalogue/item.asp?item_code=8.550658,8.550658,Taste of Others (The) (2000)
"SCHUBERT, FRANZ","Piano Sonata No. 20 in A major, D. 959: II. Andantino",https://www.naxos.com/catalogue/item.asp?item_code=8.554470,8.554470,Little Stranger (The) (2018)
"SCHUBERT, FRANZ","Piano Sonata No. 21 in B-flat major, D. 960",https://www.naxos.com/catalogue/item.asp?item_code=8.550475,8.550475,Ex Machina (2015)
"SCHUBERT, FRANZ","Piano Sonata No. 21 in B-flat major, D. 960",https://www.naxos.com/catalogue/item.asp?item_code=8.550475,8.550475,Favourite (The) (2018)
"SCHUBERT, FRANZ","Piano Sonata No. 21 in B-flat major, D. 960",https://www.naxos.com/catalogue/item.asp?item_code=8.550475,8.550475,Taste of Others (The) (2000)
"SCHUBERT, FRANZ","Piano Sonata No. 21 in B-flat major, D. 960: III. Scherzo",https://www.naxos.com/catalogue/item.asp?item_code=8.550475,8.550475,Withnail & I (1987)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: I. Allegro",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132,Phantom Thread (2017)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: II. Andante con moto",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132,Barry Lyndon (1975)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: II. Andante con moto",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132,Crossing Delancey (1988)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: II. Andante con moto",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132, Forge (The) (2016)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: II. Andante con moto",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132,Hoje Eu Quero Voltar Sozinho (The Way He Looks) (2014)
"SCHUBERT, FRANZ","Piano Trio in E-flat major, D. 929: II. Andante con moto",https://www.naxos.com/catalogue/item.asp?item_code=8.550132,8.550132,Standing Tall (2015)
"SCHUBERT, FRANZ","Rondo in A major, D. 438",https://www.naxos.com/catalogue/item.asp?item_code=C10526,C10526,Pride and Prejudice and Zombies (2016)
"SCHUBERT, FRANZ","Schwanengesang, D. 957: No. 4. Standchen",https://www.naxos.com/catalogue/item.asp?item_code=8.554663,8.554663,Peter Rabbit (2018)
"SCHUBERT, FRANZ","Schwanengesang, D. 957: No. 13. Der Doppelganger",https://www.naxos.com/catalogue/item.asp?item_code=8.554663,8.554663,Hotel (2001)
"SCHUBERT, FRANZ","Sei mir gegrusst, Op. 20, No. 1, D. 741",https://www.naxos.com/catalogue/item.asp?item_code=8.557831,8.557831,Remains of the Day (The) (1993)
"SCHUBERT, FRANZ","Sonata for Piano 4 Hands in B-flat major, Op. 30, D. 617",https://www.naxos.com/catalogue/item.asp?item_code=8.572699,8.572699,Good Will Hunting (1997)
"SCHUBERT, FRANZ","Standchen (Horch, horch! die Lerch), D. 889, ""Hark, hark, the lark""",https://www.naxos.com/catalogue/item.asp?item_code=8.557026-27,8.557026-27,Governess (The)
"SCHUBERT, FRANZ","String Quartet No. 12 in C minor, D. 703, ""Quartettsatz""",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Invisible Ink (II) (2015)
"SCHUBERT, FRANZ","String Quartet No. 13 in A minor, D. 804",https://www.naxos.com/catalogue/item.asp?item_code=8.550591,8.550591,Human Resources (1999)
"SCHUBERT, FRANZ","String Quartet No. 13 in A minor, D. 804: II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.550591,8.550591,
"SCHUBERT, FRANZ","String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden""",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Brand New Testament (The) (2015)
"SCHUBERT, FRANZ","String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden""",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Femme en bleu (La) (The Woman in Blue) (1973)
"SCHUBERT, FRANZ","String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden""",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Portrait of a Lady (The) (1996)
"SCHUBERT, FRANZ","String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden""",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Tout nouveau testament (Le) aka The Brand New Testament (2015)
"SCHUBERT, FRANZ","String Quartet No. 14 in D minor, D. 810, ""Death and the Maiden"": I. Allegro",https://www.naxos.com/catalogue/item.asp?item_code=8.550590,8.550590,Death and the Maiden (1994)
"SCHUBERT, FRANZ","String Quartet No. 15 in G major, D. 887, Op. 161",https://www.naxos.com/catalogue/item.asp?item_code=8.557125,8.557125,Crimes and Misdemeanours (1989)
"SCHUBERT, FRANZ","String Quintet in C major, Op. 163, D. 956: II. Adagio",https://www.naxos.com/catalogue/item.asp?item_code=8.550388,8.550388,Carrington (1995)
"SCHUBERT, FRANZ","String Trio in B-flat major, D. 471",https://www.naxos.com/catalogue/item.asp?item_code=8.557126,8.557126,12 Years a Slave (2013)
"SCHUBERT, FRANZ","String Trio in B-flat major, D. 581: III. Rondo",https://www.naxos.com/catalogue/item.asp?item_code=8.553255,8.553255,Isn't She Great (2000)
"SCHUBERT, FRANZ","Symphony No. 2 in B-flat major, D. 125: II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.553093,8.553093,Nixon (1995)
"SCHUBERT, FRANZ","Symphony No. 2 in B-flat major, D. 125: III. Menueto",https://www.naxos.com/catalogue/item.asp?item_code=8.553093,8.553093,Nixon (1995)
"SCHUBERT, FRANZ","Symphony No. 8 in B minor, D. 759, ""Unfinished"": I. Allegro moderato",https://www.naxos.com/catalogue/item.asp?item_code=8.553223,8.553223,Double Indemnity (1944)
"SCHUBERT, FRANZ","Symphony No. 8 in B minor, D. 759, ""Unfinished"": I. Allegro moderato",https://www.naxos.com/catalogue/item.asp?item_code=8.553223,8.553223,Fight Club (1999)
"SCHUBERT, FRANZ","Symphony No. 8 in B minor, D. 759, ""Unfinished"": I. Allegro moderato",https://www.naxos.com/catalogue/item.asp?item_code=8.553223,8.553223,Minority Report (2002)
"SCHUBERT, FRANZ","Winterreise, Op. 89, D. 911: Der Leiermann",https://www.naxos.com/catalogue/item.asp?item_code=8.554471,8.554471,In Bruges (2008)
"SCHUBERT, FRANZ","Winterreise, Op. 89, D. 911: Der Lindenbaum",https://www.naxos.com/catalogue/item.asp?item_code=8.554471,8.554471,Road to Wellville (The) (1994)
"SCHUMANN, CLARA","Piano Concerto in A minor, Op. 7",https://www.naxos.com/catalogue/item.asp?item_code=8.557552,8.557552,12 Lives of Sissy Carlyle (The) (2016)
"SCHUMANN, ROBERT","8 Fantasiestucke, Op. 12: No. 1. Des Abends",https://www.naxos.com/catalogue/item.asp?item_code=8.550493,8.550493,Heat and Dust (1983)
"SCHUMANN, ROBERT","8 Fantasiestucke, Op. 12: No. 2. Aufschwung",https://www.naxos.com/catalogue/item.asp?item_code=8.550493,8.550493,Autumn Sonata (1978)
"SCHUMANN, ROBERT","8 Fantasiestucke, Op. 12: No. 2. Aufschwung",https://www.naxos.com/catalogue/item.asp?item_code=8.550493,8.550493,Dr Jekyll and Mr Hyde (1931)
"SCHUMANN, ROBERT","Davidsbundlertanze, Op. 6: II. Innig",https://www.naxos.com/catalogue/item.asp?item_code=8.550493,8.550493,Colonel Chabert (1994)
"SCHUMANN, ROBERT","Davidsbundlertanze, Op. 6: XVII. Wie aus der Ferne",https://www.naxos.com/catalogue/item.asp?item_code=8.550493,8.550493,Colonel Chabert (1994)
"SCHUMANN, ROBERT","Fantasiestucke, Op. 73: No. 1 Zart und mit Ausdruck",https://www.naxos.com/catalogue/item.asp?item_code=8.550654,8.550654,Hilary and Jackie (1998)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Ludwig (1973)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Shine (1996)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Sophie's Choice (1982)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Tea with Mussolini (1999)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: I. Von fremden Landern und Menschen (Of Foreign Lands and People)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,L'Accompagnatrice (The Accompanist) (1992)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: I. Von fremden Landern und Menschen (Of Foreign Lands and People)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Crush (2001)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: I. Von fremden Landern und Menschen (Of Foreign Lands and People)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,My Brilliant Career (1979)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: I. Von fremden Landern und Menschen (Of Foreign Lands and People)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Original Sin (2001)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: VI. Wichtige Begebenheit (An Important Event)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Tetro (2009)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: VII. Traumerei (Dreaming)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Colonel Redl (1985)
"SCHUMANN, ROBERT","Kinderszenen (Scenes of childhood), Op. 15: VII. Traumerei (Dreaming)",https://www.naxos.com/catalogue/item.asp?item_code=8.550784,8.550784,Crush (2001)
"SCHUMANN, ROBERT","Myrthen, Op. 25: No. 24. Du bist wie eine Blume",https://www.naxos.com/catalogue/item.asp?item_code=8.557079,8.557079,Meeting Venus (1991)
"SCHUMANN, ROBERT","Piano Concerto in A minor, Op. 54",https://www.naxos.com/catalogue/item.asp?item_code=8.550118,8.550118,Lee Daniels' The Butler (I) (2013)
"SCHUMANN, ROBERT","Piano Concerto in A minor, Op. 54",https://www.naxos.com/catalogue/item.asp?item_code=8.550118,8.550118,Madame Souzatska (1988)
"SCHUMANN, ROBERT","Piano Concerto in A minor, Op. 54: III. Allegro vivace",https://www.naxos.com/catalogue/item.asp?item_code=8.550118,8.550118,Autumn Sonata (1978)
"SCHUMANN, ROBERT","Waldscenen (Woodland Scenes), Op. 82: No. 3 Einsame Blumen (Lonely Flowers)",https://www.naxos.com/catalogue/item.asp?item_code=8.550401,8.550401,L'Accompagnatrice (The Accompanist) (1992)
"SCRIABIN, ALEXANDER","2 Pieces, Op. 57: No. 1. Desir",https://www.naxos.com/catalogue/item.asp?item_code=C49586,C49586,Glenn Gould (32 Short Films about) (1993)
"SCRIABIN, ALEXANDER","La Poeme de l'extase (The Poem of Ecstasy), Op. 54, ""Symphony No. 4""",https://www.naxos.com/catalogue/item.asp?item_code=8.553582,8.553582,Barfly (1987)
"SHEPPARD, JOHN",Haec Dies,https://naxosmusiclibrary.com/catalogue/item.asp?cid=CHSA0401,CHSA0401,Oscar and Lucinda (1997)
"SHOSTAKOVICH, DMITRY","From Jewish Folk Poetry, Op. 79: No. 3. Kolybal'naya (Lullaby)",https://www.naxos.com/catalogue/item.asp?item_code=9.81046,9.81046,Violon de Rothschild (Le) (Rothschild's Violin) (1996)
"SHOSTAKOVICH, DMITRY","Fugue No. 1 in C major, Op. 87: Moderato",https://www.naxos.com/catalogue/item.asp?item_code=8.554745-46,8.554745-46,Smoke (1995)
"SHOSTAKOVICH, DMITRY","Hamlet, Op. 116 (Suite, Op. 116a): The Ghost (Suite, No. 3)",https://www.naxos.com/catalogue/item.asp?item_code=8.557446,8.557446,Children of the Revolution (1996)
"SHOSTAKOVICH, DMITRY",Jazz Suite No. 1,https://www.naxos.com/catalogue/item.asp?item_code=8.555949,8.555949,No (I) (2012)
"SHOSTAKOVICH, DMITRY",Jazz Suite No. 2 (Suite for Stage Variety Orchestra),https://www.naxos.com/catalogue/item.asp?item_code=8.555949,8.555949,Bad Santa (2003)
"SHOSTAKOVICH, DMITRY",Jazz Suite No. 2 (Suite for Stage Variety Orchestra): VI. Waltz 2,https://www.naxos.com/catalogue/item.asp?item_code=8.555949,8.555949,Batman vs Superman: Dawn of Justice (2016)
"SHOSTAKOVICH, DMITRY",Jazz Suite No. 2 (Suite for Stage Variety Orchestra): VI. Waltz 2,https://www.naxos.com/catalogue/item.asp?item_code=8.555949,8.555949,Eyes Wide Shut (1999)
"SHOSTAKOVICH, DMITRY",Jazz Suite No. 2 (Suite for Stage Variety Orchestra): VI. Waltz 2,https://www.naxos.com/catalogue/item.asp?item_code=8.555949,8.555949,Nymphomaniac: Vol. I (2013)
"SHOSTAKOVICH, DMITRY","Piano Concerto No. 2 in F Major, Op. 102",https://www.naxos.com/catalogue/item.asp?item_code=8.553126,8.553126,Bridge of Spies (2015)
"SHOSTAKOVICH, DMITRY","Piano Concerto No. 2 in F major, Op. 102: I. Allegro",https://www.naxos.com/catalogue/item.asp?item_code=8.553126,8.553126,Fantasia 2009
"SHOSTAKOVICH, DMITRY","Piano Concerto No. 2 in F major, Op. 102: II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.553126,8.553126,Bridge of Spies (2015)
"SHOSTAKOVICH, DMITRY","Piano Concerto No. 2 in F major, Op. 102: II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.553126,8.553126,Faustrecht der Freiheit (1975)
"SHOSTAKOVICH, DMITRY","Piano Concerto No. 2 in F major, Op. 102: II. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.553126,8.553126,To the Wonder (2012)
"SHOSTAKOVICH, DMITRY","Piano Trio No. 2 in E minor, Op. 67: I. Andante",https://www.naxos.com/catalogue/item.asp?item_code=8.553297,8.553297,Couch in New York (A) (1996)
"SHOSTAKOVICH, DMITRY","Prelude No. 1 in C major, Op. 87: Moderato",https://www.naxos.com/catalogue/item.asp?item_code=8.554745-46,8.554745-46,Smoke (1995)
"SHOSTAKOVICH, DMITRY","Prelude No. 2 in A minor, Op. 87: Allegro",https://www.naxos.com/catalogue/item.asp?item_code=8.554745-46,8.554745-46,Byzantium (2012)
"SHOSTAKOVICH, DMITRY","String Quartet No. 3 in F major, Op. 73",https://www.naxos.com/catalogue/item.asp?item_code=8.550974,8.550974,Amants de Pont-Neuf (Les) (The Lovers on the Bridge) (1991)
"SHOSTAKOVICH, DMITRY","Symphony No. 1 in F minor, Op. 10",https://www.naxos.com/catalogue/item.asp?item_code=8.550623,8.550623,Imaginary Crimes (1994)
"SHOSTAKOVICH, DMITRY","Symphony No. 5 in D minor, Op. 47: II. Allegretto",https://www.naxos.com/catalogue/item.asp?item_code=8.550632,8.550632,April and the Extraordinary World (2015)
"SHOSTAKOVICH, DMITRY","Symphony No. 5 in D minor, Op. 47: III. Largo",https://www.naxos.com/catalogue/item.asp?item_code=8.550632,8.550632,Rollerball (1975)
"SHOSTAKOVICH, DMITRY","Symphony No. 5 in D minor, Op. 47: IV. Allegro non troppo",https://www.naxos.com/catalogue/item.asp?item_code=8.550632,8.550632,Rollerball (1975)
"SHOSTAKOVICH, DMITRY","Symphony No. 8 in C minor, Op. 65: I. Adagio",https://www.naxos.com/catalogue/item.asp?item_code=8.550628,8.550628,Rollerball (1975)
"SHOSTAKOVICH, DMITRY","Symphony No. 8 in C minor, Op. 65: IV. Largo",https://www.naxos.com/catalogue/item.asp?item_code=8.550628,8.550628,Rollerball (1975)
"SHOSTAKOVICH, DMITRY","Symphony No. 10 in E minor, Op. 93: II. Allegro",https://www.naxos.com/catalogue/item.asp?item_code=8.550633,8.550633,Law of Desire (The) (1987)
"SHOSTAKOVICH, DMITRY","Symphony No. 11 in G minor, Op. 103, ""The Year 1905""",https://www.naxos.com/catalogue/item.asp?item_code=8.550629,8.550629,Black and White (1999)
"SHOSTAKOVICH, DMITRY","Symphony No. 15 in A major, Op. 141",https://www.naxos.com/catalogue/item.asp?item_code=8.550624,8.550624,Japon (2002)
"SHOSTAKOVICH, DMITRY","The Gadfly Suite, Op. 97a: VIII. Romance",https://www.naxos.com/catalogue/item.asp?item_code=8.553299,8.553299,"Reilly, Ace of Spies (TV series) (1983)"
"SIBELIUS, JEAN","10 Piano Pieces, Op. 24: IX. Romance in D-flat major",https://www.naxos.com/catalogue/item.asp?item_code=AR-0023-2,AR-0023-2,45 Years (2015)
"SIBELIUS, JEAN","Finlandia, Op. 26",https://www.naxos.com/catalogue/item.asp?item_code=8.550103,8.550103,Die Hard 2 (1990)
"SIBELIUS, JEAN","Finlandia, Op. 26",https://www.naxos.com/catalogue/item.asp?item_code=8.550103,8.550103,Hunt for Red October (The) (1990)
"SIBELIUS, JEAN","Kuolema (Death), Incidental music, Op. 44 (revised version): No. 1. Valse Triste",https://www.naxos.com/catalogue/item.asp?item_code=8.570763,8.570763,Blood Reunion 2: Madeline (2015)
"SIBELIUS, JEAN","Kuolema (Death), Incidental music, Op. 44 (revised version): No. 1. Valse Triste",https://www.naxos.com/catalogue/item.asp?item_code=8.570763,8.570763,No (I) (2012)
"SIBELIUS, JEAN","Sonatine No. 2 in E major, Op. 67, No. 2: Andantino",https://www.naxos.com/catalogue/item.asp?item_code=8.554814,8.554814,Glenn Gould (32 Short Films about) (1993)
"SIBELIUS, JEAN","Violin Concerto in D minor, Op. 47",https://www.naxos.com/catalogue/item.asp?item_code=8.557266,8.557266,Mozart in the Jungle (2014)
"SIECZYNSKI, RUDOLF","Wien, du Stadt meiner Traume, Op. 1",https://www.naxos.com/catalogue/item.asp?item_code=8.111095,8.111095,Eyes Wide Shut (1999)
"SMETANA, BEDRICH",Dalibor: March,https://www.classicsonline.com/catalogue/product.aspx?cid=4011222910257,4011222910257,People vs. Larry Flynt (The) (1996)
"SMETANA, BEDRICH",Ma vlast (My Fatherland): No. 2. Vltava (Moldau),https://www.naxos.com/catalogue/item.asp?item_code=8.550931,8.550931,Metropolitan
"SMETANA, BEDRICH",Ma vlast (My Fatherland): No. 5. Tabor,https://www.naxos.com/catalogue/item.asp?item_code=8.550931,8.550931,Kolya (1996)
"SMETANA, BEDRICH","String Quartet No. 1 in E minor, ""From my Life""",https://www.naxos.com/catalogue/item.asp?item_code=8.550379,8.550379,Sneakers (1992)
"SMETANA, BEDRICH",The Bartered Bride (Prodana nevesta),https://www.naxos.com/catalogue/item.asp?item_code=8.110098-99,8.110098-99,Operation Dumbo Drop (1995)
"SMETANA, BEDRICH",The Bartered Bride (Prodana nevesta): Overture,https://www.naxos.com/catalogue/item.asp?item_code=8.110098-99,8.110098-99,Man on the Moon (1999)
"SOUSA, JOHN PHILIP",The Stars and Stripes Forever,https://www.naxos.com/catalogue/item.asp?item_code=8.559093,8.559093,Bulworth (1998)
"SOUSA, JOHN PHILIP",The Stars and Stripes Forever,https://www.naxos.com/catalogue/item.asp?item_code=8.559093,8.559093,Lone Ranger (The) (2013)
"SPOHR, LOUIS","6 Songs, Op. 25: No. 1 Wiegenlied",https://www.naxos.com/catalogue/item.asp?item_code=8.223869,8.223869,Fontane Effi Briest (Effi Briest) (1974)
"SPONTINI, GASPARE",La Vestale: O nume tutelar,https://www.naxos.com/catalogue/item.asp?item_code=8.557109,8.557109,Philadelphia (1993)
"STANLEY, JOHN",Trumpet Voluntary,https://naxosmusiclibrary.com/catalogue/item.asp?cid=NI7712,NI7712,Mona Lisa Smile (2003)
"STEINER, MAX",King Kong,https://www.naxos.com/catalogue/item.asp?item_code=8.223763,8.223763,Cider House Rules (The) (1999)
"STRAUSS, EDUARD","Bahn Frei!, Op. 45",https://www.naxos.com/catalogue/item.asp?item_code=8.223483,8.223483,Alice Through the Looking Glass (2016)
"STRAUSS, JOHANN, I","Radetzky-Marsch, Op. 228",https://www.naxos.com/catalogue/item.asp?item_code=8.550900,8.550900,Age of Innocence (The) (1993)
"STRAUSS, JOHANN, I","Radetzky-Marsch, Op. 228",https://www.naxos.com/catalogue/item.asp?item_code=8.550900,8.550900,Bright Young Things
"STRAUSS, JOHANN, I","Radetzky-Marsch, Op. 228",https://www.naxos.com/catalogue/item.asp?item_code=8.550900,8.550900,Colonel Redl (1985)
"STRAUSS, JOHANN, I","Radetzky-Marsch, Op. 228",https://www.naxos.com/catalogue/item.asp?item_code=8.550900,8.550900,Hugo (2011)
"STRAUSS, JOHANN, I","Radetzky-Marsch, Op. 228",https://www.naxos.com/catalogue/item.asp?item_code=8.550900,8.550900,Vol-au-vent (1996)
"STRAUSS, JOHANN, I","Wiener-Gemuths-Walzer, Op. 116",https://www.naxos.com/catalogue/item.asp?item_code=8.225288,8.225288,Effie Gray (2014)
"STRAUSS, JOHANN, II","An der schonen, blauen Donau (The Beautiful Blue Danube), Op. 314",https://www.naxos.com/catalogue/item.asp?item_code=8.550152,8.550152,2001: A Space Odyssey (1968)
"STRAUSS, JOHANN, II","An der schonen, blauen Donau (The Beautiful Blue Danube), Op. 314",https://www.naxos.com/catalogue/item.asp?item_code=8.550152,8.550152,24 7: Twenty Four Seven (1997)
