composerNameFull,pieceName,pieceCode,pieceURL,pieceMovies
"BACH, JOHANN SEBASTIAN","Brandenburg Concerto No. 4 in G Major, BWV 1049: II. Andante",8.554608,https://www.naxos.com/catalogue/item.asp?item_code=8.554608,Enigma (2001)
"BACH, JOHANN SEBASTIAN","Brandenburg Concerto No. 4 in G major, BWV 1049: III. Presto",8.554608,https://www.naxos.com/catalogue/item.asp?item_code=8.554608,Slaughterhouse Five (1972)
"BACH, JOHANN SEBASTIAN","Brandenburg Concerto No. 5 in D major, BWV 1050: I. Allegro",8.554608,https://www.naxos.com/catalogue/item.asp?item_code=8.554608,American President (The) (1995)
"BACH, JOHANN SEBASTIAN","Brandenburg Concerto No. 6 in B-flat major, BWV 1051 : I. Allegro",8.554607,https://www.naxos.com/catalogue/item.asp?item_code=8.554607,Mistress (1992)
"BACH, JOHANN SEBASTIAN","Brandenburg Concerto No. 6 in B-flat major, BWV 1051 : III. Allegro",8.554607,https://www.naxos.com/catalogue/item.asp?item_code=8.554607,Bridge Too Far (A) (1977)
"BACH, JOHANN SEBASTIAN","Cantata, BWV 56: Komm, o Tod, du Schlafes Bruder",C67190,https://www.naxos.com/catalogue/item.asp?item_code=C67190,Pelican Brief (1993)
"BACH, JOHANN SEBASTIAN","Cantata, BWV 147: Jesus bleibt meine Freude",8.550642,https://www.naxos.com/catalogue/item.asp?item_code=8.550642,Boogie Nights (1997)  Brooklyn (2015)  Brown Sugar (2002)  Crush (2001)  Cutting Edge (The) (1992)  Flubber (1997)  League of Their Own (A) (1992)  Minority Report (2002)  Paradise Road (1997)  Picture Perfect (1997)  Runaway Bride (1999)  Stealing Home (1988)
"BACH, JOHANN SEBASTIAN","Capriccio on the Departure of his Most Beloved Brother, BWV 992",8.550692,https://www.naxos.com/catalogue/item.asp?item_code=8.550692,Call Me by Your Name (2017)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 1 in G major, BWV 1007",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Flatliners (2017)  Killing Box (The) (1993)  Pianist (The) (2002)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 1 in G major, BWV 1007: I. Prelude",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Antonia's Line (1995)  Beginners (2010)  Choice (The) (2016)  Elysium (2013)  Ex Machina (2015)  Hoje Eu Quero Voltar Sozinho (The Way He Looks) (2014)  How Not to Disappear Completely (2015)  Irrational Man (2015)  J'embrasse pas (1991)  Maniac (2013)  Master and Commander: The Far Side of the World (2003)  MI-5 (Spooks: The Greater Good) (2015)    Music of the Heart (1999)  Simple Twist of Fate (A) (1994)  Still Alice (2014)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 1 in G major, BWV 1007: VI. Gigue",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Hilary and Jackie (1998)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 2 in D minor, BWV 1008: IV. Sarabande",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Through a Glass Darkly (1961)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 3 in C major, BWV 1009",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Brothers Grimsby (The) (2016)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 3 in C major, BWV 1009: I. Prelude",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Accountant (The) (2016)  Hilary and Jackie (1998)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 3 in C major, BWV 1009: II. Allemande",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Casa Grande (2014)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 3 in C major, BWV 1009: V. Bourree I and II",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Casa Grande (2014)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 4 in E-flat major, BWV 1010: I. Prelude",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Late Quartet (A) (2012)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 4 in E-flat major, BWV 1010: II. Allemande",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Late Quartet (A) (2012)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 4 in E-flat major, BWV 1010: IV. Sarabande",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Autumn Sonata (1978)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 5 in C minor, BWV 1011: I. Prelude",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Casa Grande (2014)  Homesick (I) (2015)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 5 in C minor, BWV 1011: IV. Sarabande",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Cries and Whispers (1972)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 6 in D major, BWV 1012",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Another Woman (1988)
"BACH, JOHANN SEBASTIAN","Cello Suite No. 6 in D major, BWV 1012: V. Gavotte I and II",8.557280-81,https://www.naxos.com/catalogue/item.asp?item_code=8.557280-81,Hilary and Jackie (1998)
"BACH, JOHANN SEBASTIAN","Concerto for 2 Harpsichords in C minor, BWV 1060: II. Largo ovvero adagio",8.554606,https://www.naxos.com/catalogue/item.asp?item_code=8.554606,Barry Lyndon (1975)
"BACH, JOHANN SEBASTIAN","Concerto for 2 Violins in D minor, BWV 1043",8.550194,https://www.naxos.com/catalogue/item.asp?item_code=8.550194,Bad Company (2002)  Music of the Heart (1999)
"BACH, JOHANN SEBASTIAN","Concerto for 2 Violins in D minor, BWV 1043 : I. Vivace",8.550194,https://www.naxos.com/catalogue/item.asp?item_code=8.550194,Hannah and Her Sisters (1986)  Hellraiser III: Hell on Earth (1992)
"BACH, JOHANN SEBASTIAN","Concerto for 2 Violins in D minor, BWV 1043: II. Largo ma non tanto",8.550194,https://www.naxos.com/catalogue/item.asp?item_code=8.550194,Caveman's Valentine (The) (2001)  Children of a Lesser God (1986)  Island of Dr Moreau (The)  Thor: Ragnarok (2017)  Torrents of Spring (1989)
"BACH, JOHANN SEBASTIAN","Concerto for 4 Harpsichords in A minor, BWV 1065",8.554606,https://www.naxos.com/catalogue/item.asp?item_code=8.554606,Dangerous Liaisons (1988)
"BACH, JOHANN SEBASTIAN","Concerto in the Italian Style, BWV 971, ""Italian Concerto"": I. Allegro",8.550709,https://www.naxos.com/catalogue/item.asp?item_code=8.550709,Talented Mr Ripley (The) (1999)
"BACH, JOHANN SEBASTIAN","Concerto in the Italian Style, BWV 971, ""Italian Concerto"": III. Presto",8.550709,https://www.naxos.com/catalogue/item.asp?item_code=8.550709,Harvard Man (2001)
"BACH, JOHANN SEBASTIAN","English Suite No. 2 in A minor, BWV 807",8.553012,https://www.naxos.com/catalogue/item.asp?item_code=8.553012,Crimes and Misdemeanours (1989)
"BACH, JOHANN SEBASTIAN","English Suite No. 2 in A minor, BWV 807: I. Prelude",8.553012,https://www.naxos.com/catalogue/item.asp?item_code=8.553012,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","English Suite No. 2 in A minor, BWV 807: II. Allemande",8.553012,https://www.naxos.com/catalogue/item.asp?item_code=8.553012,Unbreakable (2000)
"BACH, JOHANN SEBASTIAN","English Suite No. 2 in A minor, BWV 807: V. Bourree I and II",8.553012,https://www.naxos.com/catalogue/item.asp?item_code=8.553012,Schindler's List (1993)
"BACH, JOHANN SEBASTIAN","English Suite No. 2 in A minor, BWV 807: VI. Gigue",8.553012,https://www.naxos.com/catalogue/item.asp?item_code=8.553012,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","English Suite No. 5 in E minor, BWV 810: I. Prelude",8.553013,https://www.naxos.com/catalogue/item.asp?item_code=8.553013,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","Fantasia in C minor, BWV 562",8.553032,https://www.naxos.com/catalogue/item.asp?item_code=8.553032,Favourite (The) (2018)
"BACH, JOHANN SEBASTIAN","Flute Sonata in C major, BWV 1033: IV. Menuet I and II",8.553755,https://www.naxos.com/catalogue/item.asp?item_code=8.553755,Perdita Durango (1997)
"BACH, JOHANN SEBASTIAN","Flute Sonata in E-flat major, BWV 1031: II. Siciliano",8.553754,https://www.naxos.com/catalogue/item.asp?item_code=8.553754,Breaking the Waves (1996)
"BACH, JOHANN SEBASTIAN","French Suite No. 1 in D minor, BWV 812: III. Sarabande",8.550709,https://www.naxos.com/catalogue/item.asp?item_code=8.550709,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","Fugue in C major, BWV 952",NI5689-90,https://naxosmusiclibrary.com/catalogue/item.asp?cid=NI5689-90,Unbreble (2000)
"BACH, JOHANN SEBASTIAN","Fugue in C major, BWV 953",8.553097,https://www.naxos.com/catalogue/item.asp?item_code=8.553097,Unbreakable (2000)
"BACH, JOHANN SEBASTIAN","Goldberg Variations, BWV 988",8.550078,https://www.naxos.com/catalogue/item.asp?item_code=8.550078,Last Castle (The) (2001)  Love (II) (2015)  Maurice (1987)  Murder by Numbers (2002)  No Letting Go (2015)
"BACH, JOHANN SEBASTIAN","Goldberg Variations, BWV 988: Aria",8.550078,https://www.naxos.com/catalogue/item.asp?item_code=8.550078,Before Sunrise (1995)  English Patient (The) (1996)  Hannibal (2001)  Silence of the Lambs (The) (1991)
"BACH, JOHANN SEBASTIAN","Goldberg Variations, BWV 988: Aria and Variation 19",8.550078,https://www.naxos.com/catalogue/item.asp?item_code=8.550078,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","Goldberg Variations, BWV 988: Variation 15",8.550078,https://www.naxos.com/catalogue/item.asp?item_code=8.550078,Solaris (2002)  Before Sunrise (1995)  Hannibal (2001)  Terminal Man (The) (1974)
"BACH, JOHANN SEBASTIAN","Goldberg Variations, BWV 988: VIII. Variation 7",8.550078,https://www.naxos.com/catalogue/item.asp?item_code=8.550078,Silence of the Lambs (The) (1991)
"BACH, JOHANN SEBASTIAN","Harpsichord Concerto in D major, BWV 1054",8.550422,https://www.naxos.com/catalogue/item.asp?item_code=8.550422,Love Story (1970)
"BACH, JOHANN SEBASTIAN","Harpsichord Concerto in F minor, BWV 1056",8.550423,https://www.naxos.com/catalogue/item.asp?item_code=8.550423,Well (The) (1997)  Portrait of a Lady (The) (1996)
"BACH, JOHANN SEBASTIAN","Harpsichord Concerto in F minor, BWV 1056: II. Largo",8.550423,https://www.naxos.com/catalogue/item.asp?item_code=8.550423,Hannah and Her Sisters (1986)  Lara Croft: Tomb Raider (2001)  Primal Fear (1996)  Slaughterhouse Five (1972)
"BACH, JOHANN SEBASTIAN","Herz und Mund und Tat und Leben, BWV 147: Jesu, Joy of Man's Desiring (arr. for organ)",8.553859,https://www.naxos.com/catalogue/item.asp?item_code=8.553859,Muppets Most Wanted (2014)
"BACH, JOHANN SEBASTIAN","Herzlich tut mich verlagen, BWV 727",8.223452,https://www.naxos.com/catalogue/item.asp?item_code=8.223452,Trainspotting (1996)
"BACH, JOHANN SEBASTIAN","Ich ruf' zu Dir, Herr Jesu Christ (I call on you, Lord Jesus Christ), BWV 639",8.553032,https://www.naxos.com/catalogue/item.asp?item_code=8.553032,Amour (2012)  Dr Jekyll and Mr Hyde (1931)  Nymphomaniac: Vol. I (2013)  Solaris (2002)
"BACH, JOHANN SEBASTIAN","Invention No. 1 in C major, BWV 772",8.550679,https://www.naxos.com/catalogue/item.asp?item_code=8.550679,Still Breathing (1997)
"BACH, JOHANN SEBASTIAN","Invention No. 8 in F major, BWV 779",8.550679,https://www.naxos.com/catalogue/item.asp?item_code=8.550679,Boomerang (1992)
"BACH, JOHANN SEBASTIAN","Invention No. 13 in A minor, BWV 784",8.550679,https://www.naxos.com/catalogue/item.asp?item_code=8.550679,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","Invention No. 14 in B-flat major, BWV 785",8.550679,https://www.naxos.com/catalogue/item.asp?item_code=8.550679,Ice Storm (The) (1997)
"BACH, JOHANN SEBASTIAN","Keyboard Concerto in D Minor, BWV 974 (arr of A. Marcello's Oboe Concerto): II. Adagio",8.572006-07,https://www.naxos.com/catalogue/item.asp?item_code=8.572006-07,Fifty Shades of Grey (2015)
"BACH, JOHANN SEBASTIAN","Lobet den Herrn, alle Heiden, BWV 230",8.553823,https://www.naxos.com/catalogue/item.asp?item_code=8.553823,Oscar and Lucinda (1997)
"BACH, JOHANN SEBASTIAN","Mass in B minor, BWV 232",8.550585-86,https://www.naxos.com/catalogue/item.asp?item_code=8.550585-86,Me and Earl and the Dying Girl (2015)
"BACH, JOHANN SEBASTIAN","Mass in B minor, BWV 232: Gloria in excelsis Deo",8.550585-86,https://www.naxos.com/catalogue/item.asp?item_code=8.550585-86,Three Kings (1999)
"BACH, JOHANN SEBASTIAN","Mass in B minor, BWV 232: Et resurrexit",8.550585-86,https://www.naxos.com/catalogue/item.asp?item_code=8.550585-86,Man Trouble (1992)
"BACH, JOHANN SEBASTIAN","Organ Concerto in A minor, BWV 593 (arr. of Vivaldi's Violin Concerto in A minor, RV 522)",8.550936,https://www.naxos.com/catalogue/item.asp?item_code=8.550936,Scare Campaign (2016)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 1 in C major, BWV 1066: VI. Bourree I and II",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,Story of Us (The) (1999)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 2 in B minor, BWV 1067: VI. Minuet",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,Father of the Bride (1991)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 2 in B minor, BWV 1067: VII. Badinerie",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,Father of the Bride (1991)  Spider-Man 2 (2004)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 3 in D major, BWV 1068",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,"Below Utopia (1997)  Beyond Utopia (1984)  Bullets, Fangs and Dinner at 8 (2015)"
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 3 in D major, BWV 1068: I. Ouverture",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,Hilary and Jackie (1998)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 3 in D major, BWV 1068: II. Air",8.550245,https://www.naxos.com/catalogue/item.asp?item_code=8.550245,After Hours (1985)  Devil's Advocate (The) (1997)  Equals (2015)  Heartbreakers (2001)  I Married a Strange Person! (1997)  Moll Flanders (1996)  One Night Stand (1997)  Runaway Bride (1999)  Scouts Guide to the Zombie Apocalypse (2015)  Seven (1995)  Spy Who Loved Me (The) (1977)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 3 in D major, BWV 1068: III. Gavotte I and II",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,In the Line of Fire (1993)
"BACH, JOHANN SEBASTIAN","Overture (Suite) No. 3 in D major, BWV 1068: IV. Bourree",8.554609,https://www.naxos.com/catalogue/item.asp?item_code=8.554609,Master of Disguise (The) (2002)
"BACH, JOHANN SEBASTIAN","Partita No. 1 in B-flat major, BWV 825",8.550692,https://www.naxos.com/catalogue/item.asp?item_code=8.550692,Couch in New York (A) (1996)  Lee Daniels' The Butler (I) (2013)
"BACH, JOHANN SEBASTIAN","Partita No. 2 in D minor, BWV 1004: V. Ciaccona",8.550570,https://www.naxos.com/catalogue/item.asp?item_code=8.550570,Joueur de violon (1994)
"BACH, JOHANN SEBASTIAN","Partita No. 4 in D major, BWV 828: III. Courante",8.550693,https://www.naxos.com/catalogue/item.asp?item_code=8.550693,Exposed (1983)
"BACH, JOHANN SEBASTIAN","Passacaglia and Fugue in C minor, BWV 582: I. Passacaglia",8.553859,https://www.naxos.com/catalogue/item.asp?item_code=8.553859,White Nights (1985)
"BACH, JOHANN SEBASTIAN","Pastorale in F major, BWV 590: III. Aria",8.550184,https://www.naxos.com/catalogue/item.asp?item_code=8.550184,Favourite (The) (2018)
"BACH, JOHANN SEBASTIAN","Prelude and Fughetta in G major, BWV 902",8.550692,https://www.naxos.com/catalogue/item.asp?item_code=8.550692,Unbreakable (2000)
"BACH, JOHANN SEBASTIAN","Prelude in D minor, BWV 926",827969301623,https://naxosmusiclibrary.com/catalogue/item.asp?cid=827969301623,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,Hotel (2001)  Japon (2002)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Aus Liebe will mein Heiland sterben!",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,You Can Count on Me (2000)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Erbarme dich",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,Divided We Fall (2000)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Erkenne mich, mein Huter",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,Come See the Paradise (1990)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Kommt, ihr Tochter, helft mir klagen!",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,THX 1138 (1971)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Mache dich, mein Herze rein",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,Talented Mr Ripley (The) (1999)
"BACH, JOHANN SEBASTIAN","St. Matthew Passion, BWV 244: Wir setzen uns mit Tranen nieder",8.550832-34,https://www.naxos.com/catalogue/item.asp?item_code=8.550832-34,Casino (1995)  White Room (1990)
"BACH, JOHANN SEBASTIAN",The Art of Fugue: Counterpoint 9,696998775923,https://naxosmusiclibrary.com/catalogue/item.asp?cid=696998775923,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN",The Art of Fugue: Counterpoints 3 and 11,696998775923,https://naxosmusiclibrary.com/catalogue/item.asp?cid=696998775923,Fortress (1992)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book I: Prelude and Fugue No. 1 in C major, BWV 846",8.553796-97,https://www.naxos.com/catalogue/item.asp?item_code=8.553796-97,Baghdad Cafe (1987)  Entrapment (1999)  Glenn Gould (32 Short Films about) (1993)  Mr Nobody (2009)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book I: Prelude and Fugue No. 2 in C minor, BWV 847",8.553796-97,https://www.naxos.com/catalogue/item.asp?item_code=8.553796-97,Chasing Amy (1997)  Glenn Gould (32 Short Films about) (1993)  Irrational Man (2015)  Thick as Thieves
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book I: Prelude and Fugue No. 12 in F minor, BWV 857",8.553796-97,https://www.naxos.com/catalogue/item.asp?item_code=8.553796-97,Alias Betty (Betty Fisher and other stories) (2001)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book I: Prelude and Fugue No. 14 in F-sharp minor, BWV 859",8.553796-97,https://www.naxos.com/catalogue/item.asp?item_code=8.553796-97,Glenn Gould (32 Short Films about) (1993)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book I: Prelude and Fugue No. 15 in G major, BWV 860",8.553796-97,https://www.naxos.com/catalogue/item.asp?item_code=8.553796-97,Rise of the Planet of the Apes (2011)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book II: Prelude and Fugue No. 12 in F minor, BWV 857",8.550970-71,https://www.naxos.com/catalogue/item.asp?item_code=8.550970-71,Red Dragon (2002)
"BACH, JOHANN SEBASTIAN","The Well-Tempered Clavier Book II: Prelude and Fugue No. 18 in G-sharp minor, BWV 887",8.550970-71,https://www.naxos.com/catalogue/item.asp?item_code=8.550970-71,Irrational Man (2015)
"BACH, JOHANN SEBASTIAN","Toccata and Fugue in D minor, BWV 565",8.553859,https://www.naxos.com/catalogue/item.asp?item_code=8.553859,2000 Leagues Under the Sea (1954)  976-EVIL (1988)  Bad Boys II  Barbarella (1968)  Dr Jekyll and Mr Hyde (1931)  Fantasia (1940)  French Lieutenant's Woman (The) (1981)  Gremlins II: The New Batch (1990)  Monty Python's The Meaning of Life (1997)  Quartet (2012)  Rollerball (1975)  Sour Grapes (1998)  Sunset Blvd. (1950)  Too Smooth (1998)  Zoolander 2 (2016)
"BACH, JOHANN SEBASTIAN","Toccata, Adagio and Fugue in C major, BWV 564: I. Toccata",8.553859,https://www.naxos.com/catalogue/item.asp?item_code=8.553859,Bad Education Movie (The) (2015)
"BACH, JOHANN SEBASTIAN","Toccata, Adagio and Fugue in C major, BWV 564: II. Adagio",8.553859,https://www.naxos.com/catalogue/item.asp?item_code=8.553859,Sour Grapes (1998)
"BACH, JOHANN SEBASTIAN","Viola da Gamba Sonata in G major, BWV 1027: I. Adagio",8.570210,https://www.naxos.com/catalogue/item.asp?item_code=8.570210,Before Sunrise (1995)
"BACH, JOHANN SEBASTIAN","Violin Concerto in A minor, BWV 1041",8.550194,https://www.naxos.com/catalogue/item.asp?item_code=8.550194,Portrait of a Lady (The) (1996)
